200303;CLIENT;SAS CC64 "Double Agent";;caroline.crj@orange.fr;21 Rue Victor Hugo;;BAYONNE;64100;;09/05/2018;7;0
200304;NON CLIENT;CAVE MARIE ART;0671213895;marie.uroulat@gmail.com;;;BAYONNE;64100;;;4;0
200305;CLIENT;SARL SOMIFRA - Au buffet;05 59 63 07 50;michelbab@hotmail.com;le Forum;;BAYONNE;64100;22/02/2017;21/02/2021;7;0
200306;NON CLIENT;AU PLATANE CHEZ MARCO;0559592482;;45 Allée Marines;;BAYONNE;64100;;;4;0
200307;NON CLIENT;BAYONNE CAFE;0559429703;frederic.ainciart@gmail.com;7 Rue Port De Castets;;BAYONNE;64100;;;4;0
200308;NON CLIENT;BFC SAS LINA;;;12 Rue Maubec;;BAYONNE;64100;;;;0
200309;NON CLIENT;OROCBAT;0564110976;contact@alliancentreprise.fr;;;;;;;4;0
200310;ANCIEN CLIENT;SAS POUSSIN - Sand'jo;05 59 52 04 39;mayljord@gmail.com;19 RUE THIERS;;BAYONNE;64100;;02/03/2018;4;0
200311;NON CLIENT;EPI CAFE;0954224623;rute.neves@orange.fr;PLAGE DES CAVALIERS;Promenade Mendiboure;ANGLET;64600;;;4;0
200312;NON CLIENT;LA BRASSERIE DU FORUM;0559632082;brasserieduforum64@gmail.com;26 Chemin De Salbace;;BAYONNE;64100;;;4;0
200313;NON CLIENT;LES COULISSES;0559240202;jeromethion@orange.fr;19 Avenue Marechal Foch;;Biarritz;64200;;;4;0
200314;NON CLIENT;BOULANGERIE HENRI IV;0680625703;seb.lurde@wanadoo.fr;;;TARBES;65000;;;4;0
200315;NON CLIENT;BAR CASA JOSE;0559481900;;91-93 Avenue Du Général De Gaule;;HENDAYE;64700;;;4;0
200316;NON CLIENT;LES PINS BINESKA;0559631208;restaurantlespins.contact@gmail.com;86 Avenue De L'Adour;;ANGLET;64600;;;4;0
200317;NON CLIENT;RESERVE SAS CAMPING CATERING Compagnie;;lessaveurssas@gmail.com;Camping La Reserve;;GASTES;40160;;;1;0
200318;CLIENT;SAS DIECI "Bar Le Central";05 59 59 52 45;;11 Rue Port-Neuf;;BAYONNE;64100;27/03/2017;26/03/2021;7;0
200319;NON CLIENT;Puig & Daro;0559 23 30 45;puigdaro@gmail.com;Le Village - Rue Gambetta;;Biarritz;64200;;;7;0
200320;CLIENT;SAS Soorts Outlet "SB3";05 59 45 83 80;espace.glisse@wanadoo.fr;ZA HOUSQUIT;;LABENNE;40530;;;7;0
200321;CLIENT;SAS TABC - Cafe de la Place;05 58 72 19 93;lecafedelaplace@hotmail.com;9 Place  de l'hotel de ville;;CAPBRETON;40130;04/10/2017;03/10/2020;7;-108
200322;CLIENT;EURL Delorina "Crêperie le Neptune"";05 59 03 89 18;sarl.galarina@gmail.com;Crêperie le Neptune;Place des Docteurs Gentilhe;ANGLET;64600;02/10/2017;01/10/2021;7;0
200323;CLIENT;SURF BURGER;0559033378;surfburger@hotmail.com;1 Esplanade des Gascons;;ANGLET;64600;;;4;0
200324;NON CLIENT;DANO;0559438227;contact@danoepicerie.fr;22 Rue Harispe;;Biarritz;64200;;;4;0
200325;NON CLIENT;VIANDAS DE SALAMANCAS;0967267928;manoamano64@hotmail.fr;30 Rue Poissonnerie;;BAYONNE;64100;;;4;0
200326;NON CLIENT;CANTIRON;;zozeille_ouch@hotmail.fr;;;CAPRETON;;;;4;0
200327;NON CLIENT;GNAC E' PAUSE;0558772077;contact@gnac-e-pause.fr;284 Route De Peyrehorade;;SAINT LON LES MINES;40;;;4;0
200328;CLIENT;SARL LE LAGON BLEU - L'Orange bleue;05 58 43 77 22;canillos@orange.fr;28 Avenue Paul Lahary;;SOORTS HOSSEGOR;40150;;17/05/2019;7;0
200330;NON CLIENT;DRAZALIE SARL;0;julito85@hotmail.com;10 Rue De La République;;ANNECY;74;;;4;0
200331;NON CLIENT;CHEZ FARINETTE;0559384063;frederic.dupouy64@orange.fr;Rue De Devant;RD 936;LABASTIDE VILLEFRANQUE;64270;;;4;0
200332;CLIENT;BEFORE;05 58 42 98 14;beforehossegor@gmail.com; 436 Avenue du Touring Club de France;;SOORTS HOSSEGOR;40150;01/06/2017;31/05/2021;4;0
200333;NON CLIENT;EROSI;0559636967;gie@erosi.fr;ZI LAHONCE;;LAHONCE;64990;;;4;0
200334;NON CLIENT;SARL LE PETIT FOURNIL "L'AMOUR DES PINS";;;3 Avenue de Rayon vert;;ANGLET;64600;;;7;0
200335;CLIENT;SARL EB RESTAURATION - Le Perroquet;05 59 46 09 68;le.perroquet.bayonne@gmail.com;2 RUE DU 49 IEME RGT D INFANTERIE;;BAYONNE;64100;21/07/2017;20/07/2021;4;0
200336;CLIENT;SARL L'ESTEGI;05 59 25 54 60;luc.terrieux@orange.fr;22-24 Quai Galuperie;;BAYONNE;64100;08/06/2018;07/06/2022;4;0
200337;NON CLIENT;RESTAURANT LA PLAGE;;tanguysauque@icloud.com;5 RESIDENCE LES SABLES;372 BOULEVARD DES SABLES;BISCARROSSE;40600;;;4;0
200338;NON CLIENT;COCONUT;05 59 52 98 70;;;;;64600;;;7;0
200339;NON CLIENT;BRISETEIA;05 59 37 22 43;laura.silva.64000@gmail.com;Le Bourg;;ST PALAIS;64120;;;4;0
200340;NON CLIENT;HOTEL RESTAURANT DERMIT;05 59 29 62 61;;PLAZAHO ETCHEA;;HASPARREN;64240;;;7;0
200341;CLIENT;SARL SHEMAI - Lou Sourey Landés;;savin.jeanbaptiste@gmail.com;Le Penon;Avenue de la grande plage;SEIGNOSSE;40510;28/05/2019;27/05/2022;7;-95,88
200342;CLIENT;SARL BOGA DAI - La Bicoque;05 59 57 96 51;timanproduct@wanadoo.fr;4 Avenue de Biarritz;;ANGLET;64600;18/01/2018;17/01/2022;7;0
200343;NON CLIENT;SAS LE TRIO "LAKETUA";09 86 22 69 54;jeremy.marcon@live.fr;64 Rue Gambetta;;Biarritz;64200;;;7;0
200344;CLIENT;SARL BAINES -Le Fournil d'Elie et Jerome;05 59 03 77 94;;13, Place du Général Leclerc;;ANGLET;64600;27/07/2017;26/07/2021;7;0
200345;CLIENT;SARL NAMP - A Tirebeste;05 58 77 16 68;a.tirebeste@orange.fr;51 Route de Dax;;Saint Vincent de Tyrosse;40230;10/07/2017;09/07/2020;7;0
200346;NON CLIENT;BOUCHERIE HARCAUT;05 59 59 16 21;;23 RUE POISSONNERIE;;BAYONNE;64100;;;7;0
200347;CLIENT;SARL J R - Massai Café;;;14 Rue des Cordeliers;;BAYONNE;64100;21/03/2019;20/03/2020;7;0
200348;NON CLIENT;Delices des viandes;05 59 93 05 46;deslicesdesviandes5cantons@gmail.com;Halles des 5 Cantons;;ANGLET;64600;;;7;0
200349;NON CLIENT;MERZEAU LUDOVIC;0556630016;;;45 RUE MAUBEC;LANGON;33210;;;5;0
200350;CLIENT;PERRINE - Restaurant Le Repaire;;;Avenue de Biarritz;;Biarritz;64200;31/01/2018;30/01/2021;7;0
200351;CLIENT;SARL LA ROTONDE;05 59 03 53 21;vigneau.ch@gmail.com;64 Avenue des Vagues;;ANGLET;64600;09/01/2018;08/01/2022;7;0
200352;CLIENT;SARL LE DEPART - Le Borsalino;;thsn64@hotmail.fr;17 Quai Jauréguiberry;;BAYONNE;64100;08/02/2018;07/02/2021;7;0
200353;CLIENT;EURL AUCKYWAN;05 59 15 88 75;auckent@yahoo.fr;24 Rue Port Neuf;;BAYONNE;64100;;04/02/2019;7;1000
200354;NON CLIENT;CREPERIE TY OUESSANT;;e.momin@hotmail.com;3 Rue Erretegia;;BIDART;64210;;;7;0
200355;CLIENT;SARL BOUCHERIE DE MARRACQ;05 59 42 29 16;slagune@hotmail.fr;1 Avenue du 8 Mai 1945;Rés. l'Aiglon;BAYONNE;64100;31/05/2018;30/05/2022;7;0
200356;CLIENT;SAS GUBIAK - Boutique Yaya;05 35 39 71 57;frederic.picciolli@icloud.com;12 Rue de la Salie;;BAYONNE;64100;05/03/2018;04/03/2021;7;-36
200357;CLIENT;DECROCK Christophe - Crèmerie Laminak;09 81 47 96 66;cremerie.laminak@gmail.com;ARNATEGIA PLACE DE LA MAIRIE;;ASCAIN;64310;26/04/2018;25/04/2022;7;-36
200358;CLIENT;EURL DOCK 64 - Samatze Restaurant du Lac;;miranbeteric@gmail.com;Maison du Moura N°50/ 58;;SAMES;64200;25/05/2018;24/05/2022;7;0
200359;CLIENT;SARL AROMA "LE LIEU";05 59 45 42 18;lelieuanglet@gmail.com;5 PLACE DOCTEURS GENTILHE;;ANGLET;64600;22/05/2018;21/05/2023;7;0
200360;NON CLIENT;SARL L'EPHEMERE;0559472916;sylvain.mauron@gmail.com;15 Quai Maurice Ravel;;CIBOURE;64500;;;5;0
200361;CLIENT;LORMAND Fréderic Jean - Le Fin Couteau;;fredboucherie@yahoo.fr;864 Route de la Croix Blanche;;PEY;40300;10/01/2019;09/01/2023;5;0
200362;NON CLIENT;PHARMACIE DE GUETHARY;05 59 26 50 43;pharmacie.guethary@orange.fr;179 Avenue Getaria;;GUETHARY;64210;;;;0
200363;CLIENT;SARL LILO / La Cachette;05 58 43 76 80;lacachettecapbreton@yahoo.fr;LES TERRASSES DE NOTRE DAME;;CAPBRETON;40130;;;5;0
200364;NON CLIENT;SARL CHA-PI/AU FIL DES METS;0559231751;aufildesmets1@gmail.com;13 Av du Marechal Juin;;Biarritz;64200;;;5;0
300001;CLIENT;SARL AMGT - Brasserie le Tourny;05 56 48 53 57;julien.tahaar@gmail.com;7 Place Tourny;;BORDEAUX;33000;23/07/2019;23/07/2022;1;0
300002;NON CLIENT;SAS PEYRO - "Chez peyro";;alex.clairacq@gmail.com;10 Rue Castelnau d'Auros;;BORDEAUX;33000;;;1;0
300003;NON CLIENT;OMBRES PORTEES;;contact@ombresportees.fr;21 Rue Condillac;;BORDEAUX;33000;;;1;0
300004;NON CLIENT;LICENCIE VAPOTE MOI;;;;;COGNAC;16100;;;1;0
300005;ANCIEN CLIENT;EURL LE PAIN DE SUCRE - LE 48;;;4 Rue de Bourg;Le Bourg;GAILLAN EN MEDOC;33340;;;1;0
300006;ANCIEN CLIENT;FUNKY PIZZA;05 56 06 40 09;;137 Cours Victor Hugo;;BORDEAUX;33000;;23/01/2017;1;0
300007;CLIENT;COMPTOIR DU PALAIS - PLAN B;;machado.fred@yahoo.fr;19 Place du Palais;;BORDEAUX;33000;30/03/2017;29/03/2020;1;-4
300008;ANCIEN CLIENT;SARL CHEZ PIERRETTE;;arthurjantetaj@gmail.com;;;;33950;;;1;0
300009;CLIENT;CABINET ICARE DOCTEUR LEWIN Jean Marie;05 56 87 16 16;oph.icare@hotmail.fr;553 rte Toulouse;;VILLENAVE D'ORNON;33140;;;1;-29,88
300010;NON CLIENT;BODEGA BODEGA;;maurice.guinaudeau@yahoo.fr;;;;33000;;;1;0
300011;NON CLIENT;SARL LA MAIN A LA PATE;;lamainalapateleteich@gmail.com;;;;33470;;;1;0
300012;ANCIEN CLIENT;SARL DOME "SIMAN";;ko7julien@gmail.com;7 Quai de Queyries;;BORDEAUX;33200;;;1;0
300013;NON CLIENT;SARL L'ESACLE - LA CHAUMIERE;;;AVENUE DE LA GRANDE PLAGE 8 FORUM;;SEIGNOSSE;40510;;;7;0
300014;NON CLIENT;SARL DE GANI "BRILLAT & SAVARIN";;degani@orange.fr;;;;33380;;;1;0
300015;NON CLIENT;SAS GUEVARA HERMANOS;;;77 Avenue Maréchal de Lattre de Tassigny;;VILLENAVE D'ORNON;33300;;;1;0
300016;NON CLIENT;SARL YAKI YAKI;05 57 67 07 92;wangzengguangfr@gmail.com;;;;33130;;;1;0
300017;ANCIEN CLIENT;SAS MOULIN MONTES - Le piéton;;xavmou33@yahoo.fr;;;;33700;;01/10/2017;1;0
300018;ANCIEN CLIENT;SARL AUCHE - L'instant Gourmand;05 56 08 31 18;linstantgourmand@gmail.com;367 Avenue de la Libération;;LE BOUSCAT;33320;;29/11/2017;1;19,32
300019;NON CLIENT;SARL DU LAC D'HOURTIN "LE DRAKKAR";05 56 73 58 81;sarl.lac.dhourtin@orange.fr;;;;33990;;;1;0
300020;NON CLIENT;PAREN"THE"SE ENCHANTEE;;parenthese_enchantee@yahoo.fr;;;;33300;;;1;0
300021;NON CLIENT;NOMADE CAFE;;gaches.delphine@voila.fr;;;;33250;;;1;0
300022;NON CLIENT;OTAS 2;;;;;;33740;;;1;0
300023;NON CLIENT;BERGER Valery;;valitto0@laposte.net;;;;;;;1;0
300024;NON CLIENT;GIRONDE HABITAT;;f.richoux@gironde-habitat.fr;;;;33800;;;1;0
300026;NON CLIENT;SAS L'AUBERGE DE LA TRUFFE;05 53 03 02 05;contact@auberge-de-la-truffe.com;;;;24420;;;1;0
300027;NON CLIENT;HOLDING PONS;;gaelle.trouche@laposte.net;;;;33127;;;1;0
300028;NON CLIENT;MONTICCIOLO Evelyne CAMPING LA PRAIRIE;;eve.dugal@yahoo.fr;;;;33950;;;1;0
300029;CLIENT;LA TABLE DU TERROIR - EURL TEREM;05 53 50 72 14;contact@tableduterroir.com;"FOUGERAS" La Chapelle Aubareil;;MONTIGNAC-LASCAUX;24290;;;1;0
300030;ANCIEN CLIENT;LES TERRASSES DU VIGEAN;;;;;;33320;;;1;0
300031;NON CLIENT;LE RELAIS DE L'ESTUAIRE;05 57 64 70 36;contact@relais-estuaire.fr;79 Rue Principale;;ETAULIERS;33820;;;2;0
300032;CLIENT;SARL CHOCOL'ART;05 57 34 48 16;chocolart@outlook.fr;1021 Avenue de Toulouse;;CADAUJAC;33140;31/01/2018;30/01/2021;1;0
300033;CLIENT;LA CASA DI ATTILIO - Giannelli;05 56 59 99 93;clara.dejeans@gmail.com;5 Rue des Pervenches;;HOURTIN;33990;;10/10/2019;;0
300034;ANCIEN CLIENT;SAS TRIZBIO-BOX - Kin Food;05 56 88 79 65;carl.rlarthur@gmail.com;2 Quai Sainte Croix;;BORDEAUX;33800;;30/09/2016;1;-213,6
300035;NON CLIENT;O'BURGER;06.81.22.70.48;;26 AVENUE JEAN MOULIN;;CESTAS;33610;;;2;0
300036;NON CLIENT;MACQUIGNEAU COIFFURE;05.56.12.20.26;;15 rue Richard Wagner;;MERIGNAC;33700;;;2;0
300037;CLIENT;SARL L'ASTRE FRANCE - L'Exquis;09 66 82 84 49;iijima@sa-astre.com;3 Rue de Guienne;;BORDEAUX;33000;24/07/2018;23/07/2022;6;-18
300038;CLIENT;SARL KAPI;06 67 66 87 75;kapi.bdx@gmail.com;42 rue Elie Gintrac;;BORDEAUX;33000;;17/02/2017;6;0
300039;CLIENT;SARL VICTOINE-RESTAURANT DU FRONTON;05 58 47 98 84;restaurantdufronton@yahoo.fr;281 Rue du Chateau;;PEYREHORADE;40300;;11/05/2017;5;0
300040;NON CLIENT;SEQUOIA PARC;05 46 85 55 55;;LE BOURNET;;SAINT JUST LUZAC;17320;;;1;0
300041;NON CLIENT;BOUCHERIE DE SAIGE;;;rue de l'horloge;;PESSAC;33600;;;2;0
300042;ANCIEN CLIENT;EPICES ET PIQUES;06 24 68 83 36;dejeuner@epicesetpiques.fr;31 Rue Henri Moissan;;SAINT MEDARD EN JALLES;33160;;;2;0
300043;NON CLIENT;VAP'MONDE;05 35 54 40 76;;23 Rue Calixte Camelle;;BEGLES;33130;;;1;0
300044;NON CLIENT;SARL L'INDIGO "L"ANNEXE";05 59 24 96 78;jospital@numericable.fr;9 RUE DE LA POSTE;;BIARRITZ;64200;;;8;0
300046;NON CLIENT;CAFE REGENT;05 56 51 27 30;;52 Cours du Chapeau Rouge;;BORDEAUX;33000;;;1;0
300047;NON CLIENT;L'ASSIETTE LIBOURNAISE;09.82.22.95.45;;3, place jean moulin;;LIBOURNE;33500;;;2;0
300048;CLIENT;SARL POINT ROUGE;;gael.yann@gmail.com;1-3 QUAI DE PALUDATE;;BORDEAUX;33800;01/05/2019;30/10/2019;1;0
300049;NON CLIENT;LE GRENIER DE MAGENDIE;;;1 PLACE FRANCOIS MAGENDIE;;LORMONT;33310;;;2;0
300050;NON CLIENT;MIEUX;06.60.36.87.35;contact@boutique-mieux.fr;37 rue saint james;;BORDEAUX;33000;;;2;0
300051;CLIENT;SAS SCORIA - LE SAINT GEORGES;06 86 13 71 81;jean-thierry.plante@pcec.fr;Ideal Camping;16 Avenue de Suzac;SAINT GEORGES DE DIDONNE;17110;;30/09/2016;1;0
300052;NON CLIENT;SAS MONALISA;06.09.77.60.69;hafidb01@gmail.com;14 RUE SAINT SIMEON;;BORDEAUX;33000;;;2;0
300053;NON CLIENT;PIZZERIA BELLA ITALIA;05.56.86.61.84;;105 COURS GAMBETTA;;FLOIRAC;33270;;;2;0
300054;NON CLIENT;STEP BY STEP;;frankyhype@hotmail.fr;87 COURS DE LA MARNE;;BORDEAUX;33800;;;2;0
300055;NON CLIENT;ORIGINES TEA  AND COFFEE;05.24.61.78.94;;11 RUE SICARD;;BORDEAUX;33000;;;2;0
300056;NON CLIENT;LA CABANE D'HORTENSE;06.67.28.62.35;;9 AVENUE SUD DU PHARE;;CAP FERRET;33970;;;2;0
300057;CLIENT;SAS MANDOMI - Bistro Régent Ste-Eulalie;05 56 30 64 84;bistroregentsteulalie@gmail.com;97 Avenue de l'Aquitaine;;SAINTE EULALIE;33560;04/05/2019;03/05/2020;1;0
300058;NON CLIENT;TERROIR ET GOURMANDE;;;16 RUE TOURNY;;SARLAT LA CANEDA;24200;;;1;0
300059;NON CLIENT;TENDANCES BRETONNES;06.33.49.76.17;bouhailler.v@live.fr;78 rue waldeck rousseau;;LIBOURNE;33500;;;2;0
300060;NON CLIENT;SUSHI ZEN;06.07.82.85.43;yann33740@orange.fr;206 AVENUE PASTEUR;;LE HAILLAN;33185;;;2;0
300061;NON CLIENT;ELMINOLY;06.03.19.59.11;noelgoud@hotmail.fr;10 CHEMIN DE BARBICADGE;;CESTAS;33610;;;2;0
300062;NON CLIENT;RCLA;05.56.75.36.65;isabelle70berger@hotmail.fr;CLUB HOUSE DE BORDEAUX CAMEYRAC;;SAINT SULPICE ET CAMEYRAC;33450;;;2;0
300063;NON CLIENT;ELLA & OSCAR YE;;;32 RUE PAUL LOUIS LANDE;;BORDEAUX;33000;;;2;0
300064;NON CLIENT;RESTO SPECIALITEES TURQUES;;;21/23 Cours Victor Hugo;;BORDEAUX;33000;;;2;0
300065;NON CLIENT;CHEZ VANILLE;;;30 PLACE DE LA PREVOTE;;CREONS;33670;;;2;0
300066;NON CLIENT;TACO GRINGO;06.67.17.80.35;richardzidi@gmail.com;34 AVENUE MONTAIGNE;;SAINT MEDARD EN JALLES;33160;;;2;0
300067;NON CLIENT;LE SAINT VIVIEN;05.56.16.20.22;;493 ROUTE DE TOULOUSE;;BRUGES;33520;;;2;0
300068;NON CLIENT;LE MELTING - POTES;06.89.91.06.55;lemeltingpotes33@gmail.com;13 rue pierre dignac;;LA TESTE DE BUCH;33260;;;2;0
300069;NON CLIENT;CHAI BIBI;05.56.63.45.28;a.biello.lechaidesvins@gmail.com;40 AVENUE DU 8 MAI 1945;;LANGON;33210;;;2;0
300070;NON CLIENT;L'ATELIER DE PAT;06.48.26.74.38;;1 route de toulouse;;BORDEAUX;33800;;;2;0
300071;CLIENT;SARL MY TERROIR;;romain.metais@my-terroir.fr;;;;33000;01/08/2019;31/07/2020;1;-420
300072;NON CLIENT;SAS 5 FRUITS ET 5 LEGUMES;06.17.77.64.06;blm10@hotmail.fr;29 ou 33 avenue de la republique;;SAINT LOUBES;33450;;;1;0
300073;CLIENT;SARL ACL - Offside;05 56 72 89 92;acl33650@orange.fr;;;;33650;27/02/2018;;1;0
300074;NON CLIENT;SARL ALMAT - LA TABLE 38;05 57 74 42 72;;38 RUE GUADET;;SAINT EMILION;33330;;;1;0
300075;CLIENT;SARL LA CUEVA;;lacueva@gmail.com;28 Rue Sainte Colombe;;BORDEAUX;33000;05/04/2017;04/04/2021;1;0
300076;NON CLIENT;LE REEF;05.58.78.39.15;dodue@wanadoo.fr;372 boulevard des sables;;BISCARROSSE;40600;;;2;0
300077;NON CLIENT;SAVEURS D'ASIE;06.77.68.85.90;nuzinski@hotmail.com;371, avenue de la cote d'argent;;BISCARROSSE;40600;;;2;0
300078;NON CLIENT;LE TABLIER;06.63.31.19.96;tavernier.denis@wanadoo.fr;18 bis, allée de boissières;;AUDENGE;33980;;;2;0
300079;NON CLIENT;SARL LES METS D'OC - HOTEL DES LANDES;05 40 05 30 80;contact@hoteldeslandes.fr;7 PLACE ROMAIN VIDEAU;;CASTELNAU DE MEDOC;33480;;;1;0
300080;NON CLIENT;LE VOILIER DE KSO;06.59.46.95.17;canselyn@hotmail.fr;19 rue hosmin dupuy;;CAZAUX;33260;;;2;0
300081;NON CLIENT;RCLA;05.56.75.36.65;restaurant.leferset@hotmail.com;CLUB HOUSE DE BORDEAUX CAMEYRAC;;SAINT SULPICE ET CAMEYRAC;33450;;;2;0
300082;CLIENT;SARL EN TOUTE SIMPLICITE;05 53 83 43 14;fanny.nicolas@wanadoo.fr;;;;47120;11/12/2018;10/12/2021;1;0
300083;NON CLIENT;L'ENTR'POTES;06.62.26.79.06;gorguilo33@orange.fr;20 boulevard gounouilhou;;ARCACHON;33120;;;2;0
300084;NON CLIENT;LE FREEDOM;05.56.27.29.69;chatelainmarie60@gmail.com;16.16b.rue du cros;;CADILLAC;33410;;;2;0
300085;NON CLIENT;LE DELICE DE L'ORIENT;06.62.34.38.03;fataling.10@gmail.com;46 quai de bacalan;;BORDEAUX;33000;;;2;0
300086;NON CLIENT;AFRICA KAFU 05.56.17.06.38MAWU;05.56.17.06.38;tekplonini@gmail.com;rue de l'horloge;;PESSAC;33600;;;2;0
300087;NON CLIENT;EURL MONTI;06.23.64.23.44;eve.dugal@yahoo.fr;93 bis avenue du médoc;;LEGE CAP FERRET;33950;;;2;0
300088;NON CLIENT;KAJU;06.99.25.08.51;julien.arnal@hotmail.fr;92 avenue de la foret;;MERIGNAC;33700;;;2;0
300089;ANCIEN CLIENT;SARL BILLION Père & Fils - LE QUESACO;;;;;;33190;;;1;-720
300090;ANCIEN CLIENT;SARL BRASSERIE DU LAC DE LA PRADE;05 56 25 54 91;brasserie.lac.la.prade@gmail.com;;;;33430;;12/04/2018;1;0
300091;CLIENT;SARL LES CADETS;;;12 Quai de la Monnaie;;BORDEAUX;33800;;;1;0
300092;ANCIEN CLIENT;SARL MARIA PIZZA - Pizza Nono;05 24 60 00 21;contact@les-experts-cq.com;96 cours dela marne;;BORDEAUX;33800;;;2;0
300093;ANCIEN CLIENT;SARL MARIE NASSIM - Mouss'o delices;06.47.09.63.18;sarlmarienassim@hotmail.com;1 rue soubeyran;;ARSAC;33460;;08/06/2018;2;-985
300094;NON CLIENT;NAPOLI PIZZA;05.56.88.66.82;napoli.pizza0811@orange.fr;62 avenue des pyrénées;;LE BARP;33114;;;2;0
300095;CLIENT;EURL LEA NITARO - Palo Alto;09 82 37 15 50;lea.nitaro@hotmail.fr;5 Quai de la Monnaie;;BORDEAUX;33800;29/11/2016;28/11/2019;1;0
300096;NON CLIENT;O ' 215;06.18.09.29.97;marcipizza33@gmail.com;215 avenue de l'argonne;;MERIGNAC;33700;;;2;0
300097;NON CLIENT;LE PARADIS DES GOURMANDS;06.87.75.61.60;yves.saugrain@hotmail.fr;172 rue sainte catherine;;BORDEAUX;33000;;;2;0
300098;NON CLIENT;CHEZ JULIETTE;06.48.14.07.09;gondercharly@gmail.com;plage laouga , lac de cazaux;;CAZAUX;33260;;;2;0
300100;NON CLIENT;LE CAPERI;07.50.40.21.89;bartolo.calderone@gmail.com;3 rue de la cour des aides;;BORDEAUX;33000;;;2;0
300101;ANCIEN CLIENT;SASU BAR A RILLETTE;;agathe.ponant@gmail.com;139 Boulevard Georges V;;TALENCE;33400;;30/09/2018;1;0
300102;CLIENT;LE SALADIN;05 56 52 87 21;;16 Bis Rue Latour;;BORDEAUX;33000;25/02/2016;24/02/2019;1;0
300103;NON CLIENT;LE SNACK LEDONISTE;;;;;;33390;;;1;0
300104;NON CLIENT;CHEMOI;05.56.67.80.22;laakili@outlook.com;13 avenue du général de gaulle;;LANGOIRAN;33550;;;2;0
300105;NON CLIENT;L'R DU COIN FRANCO - PORTUGAIS;09.54.79.20.51;pechmath@yahoo.fr;29 bis avenue du général de gaulle;;LANGOIRAN;33550;;;2;0
300106;NON CLIENT;SARL GARDEN ICE CAFE;;;;;;19000;;;1;0
300107;ANCIEN CLIENT;EPICERIE DUFOUR;;bruno.dufour-haux@orange.fr;7 rue du 8 mai;;PORTETS;33640;;02/09/2018;2;0
300108;CLIENT;SARL LE FOURNIL DU LAS- Chez morgan et l;05 56 94 65 82;lorie-moyzes@live.fr;907 avenue du las;;SAINT JEAN D'ILLAC;33127;09/01/2017;08/01/2021;2;0
300109;NON CLIENT;COULEUR LATINE;06.50.69.36.11;couleur.latine@free.fr;156 rue lamartine;;TALENCE;33400;;;2;0
300110;NON CLIENT;ENVOL COIFFURE;05.47.29.58.96;;156 rue lamartine;;TALENCE;33400;;;2;0
300111;NON CLIENT;BISTRO CREOLE;06.03.46.91.46;bistrocreole.fr@orange.fr;39 rue des augustins;;BORDEAUX;33000;;;2;0
300112;NON CLIENT;SARL MCY - FOURNIL DE CASTILLON;;caroline.declercq85@sfr.fr;65 Avenue Camille Maumey;;CASTILLON LA BATAILLE;33350;;;1;0
300113;ANCIEN CLIENT;Sandales d'Eugenie;;vincent@corbun.com;18 Rue mazagran;;BIARRITZ;64200;;15/05/2018;7;0
300114;NON CLIENT;AROCENA;07.88.51.44.54;fagoago.j.e@sfr.fr;rue karrika;;SAINT PEE SUR NIVELLE;64310;;;2;0
300115;NON CLIENT;LE BLEU BLANC JAUNE;05.59.54.77.17;;PLAGE DE L'UHABIA;;BIDART;64210;;;2;0
300116;NON CLIENT;AU BON PAIN MEDOCAIN;06.31.07.15.02;franck.samcey@gmail.com;48 route de pauillac;;SOUSSANS;33460;;;2;0
300117;NON CLIENT;SAS FACEBOOF;07.88.56.57.21;kestarive@hotmail.fr;28 rue du mirail;;BORDEAUX;33000;;;2;0
300118;NON CLIENT;LE TRANSAT;05.58.48.57.17;;centre commercial des gourbets;;MOLIETS;40660;;;2;0
300121;ANCIEN CLIENT;KWAK ON EN DISE;06.25.35.89.60;kwakonendise@yahoo.fr;34 rue du cancera;;BORDEAUX;33000;;;2;0
300122;NON CLIENT;SARL TOCTOQUE;06.13.82.38.90;yannetchrist@gmail.com;5 / 7 rue pierre paul de riquet;;CANEJEAN;33610;;;2;0
300123;NON CLIENT;WEST SIDE;05.59.52.24.77;westside64@wanadoo.fr;114 avenue de l'adour;;ANGLET;64600;;;4;0
300124;CLIENT;SARL OXYMORE - Quartier Libre;;j.lopez@ergonova.fr;30 Rue de Vignes;;BORDEAUX;33800;19/08/2019;18/08/2022;1;0
300125;CLIENT;SAS JCA "Le bistro des globes trotteurs";06.44.74.05.72;jc99dcx@gmail.com;32 Rue de Cursol;;BORDEAUX;33000;04/09/2017;03/09/2020;1;0
300126;ANCIEN CLIENT;SARL RETEM - HOTEL DU TERROIR;05 53 50 72 14;;453 LIEU DIT FOUGERAS;;LA CHAPELLE AUBAREIL;24290;;;1;0
300127;ANCIEN CLIENT;SARL JEMKOOA;06.66.55.65.65;fa.flo@hotmail.com;12 place de la mairie;;LATRESNE;33360;;23/08/2018;2;0
300128;NON CLIENT;SARL PITCH ET PATES "COTE BRASSERIE";05 56 92 61 89;veroniquebaillet@gmail.com;CENTRE COMMERCIAL AUCHAN BOULIAC 59;;FLOIRAC;33270;;;1;0
300129;CLIENT;EURL AU PALAIS DU GOUT TRAITEUR;06.08.78.52.09;aline.kostuch@gmail.com;45 Quartier Avenue de la Marne;;MERIGNAC;33700;;12/08/2016;2;0
