"CODE","INTITULE","Nom","TELEPHONE1","EMAIL","ADLIVR_LIGNE1","ADLIVR_LIGNE2","ADLIVR_VILLE","ADLIVR_CODE_POSTAL","CONTRAT_DU","CONTRAT_AU","CODE_VENDEUR"
"301199","NON CLIENT","FURY GAMES","07 87 39 62 52","oltaieb@gmail.com","456 avenue de Verdun","","MERIGNAC","33700","","","13"
"300142","","Fabien CAVALIERI -","","fabien.ca@hotmail.com","","","","","","","1"
"300740","CLIENT","Fintake European Leasing DAC","","","","","","","","",""
"301184","","Fleurs","","","","","","","","",""
"200034","","Fleurs d'Osserain","05 59 38 50 38","fleurs.osserain@orange.fr","","","","","","","7"
"300594","","Fondation Maison de la Gendarmerie","","hendaye.directeur@fondationmg.fr","Camping Sasconea","5 Rue Ausoenia","HENDAYE","64700","","","7"
"200218","CLIENT","GALLAY FRANCK GILBERT - Il Giardino","","","5 RUE DU CENTRE","","Biarritz","64200","19/03/2018","13/03/2022","7"
"300647","CLIENT","GARICOITZ Nicole - Hall de la blouse","05 59 59 10 10","halldelablouse@orange.fr","37 Rue d´ Espagne","","BAYONNE","64100","29/12/2017","28/12/2021","7"
"100153","","GENS D'ESTUAIRE","","jdmora33@gmail.com"," 12 Rue Charlevoix de Villers","","BORDEAUX","33300","","","1"
"300772","CLIENT","GEORGES PHILIPPE JEAN ALBERT -Surf Pizza","05 59 03 30 17","","11 Avenue Guynemer","","ANGLET","64600","28/12/2017","27/12/2020","7"
"100071","ANCIEN CLIENT","GERVEREAU Matthieu - VINTAGE CAFE","05 57 30 84 41","vintage.bordeaux@live.fr","19 Quai Richelieu","","BORDEAUX","33000","","17/03/2017","1"
"200209","NON CLIENT","GEY Michel ''La Table d'Ametza''","","gey.michel0327@orange.fr","Boulevard de l'Empereur","Camping Ametza","HENDAYE","64700","","","7"
"300024","","GIRONDE HABITAT","","f.richoux@gironde-habitat.fr","","","","","","","1"
"200327","","GNAC E' PAUSE","0558772077","contact@gnac-e-pause.fr","284 Route De Peyrehorade","","SAINT LON LES MINES","40","","","4"
"100043","CLIENT","GOM - ""Market Oriental""","","sarlgom@orange.fr","92 avenue de Saige","","PESSAC","33600","10/01/2019","09/01/2020","1"
"300668","","GOMONT Jean François","05 56 65 61 50","","14 Route de Bazas","","Captieux","33840","09/01/2018","08/01/2021","5"
"200250","","GRAIN DE SOLEIL","0559421083","graindesoleil64@wanadoo.fr","6 AV Destroyat","forum","BAYONNE","64100","","","4"
"100128","NON CLIENT","GRECK Elisabeth : A'NA eCigarette","05 24 22 03 93","","","","","","","","1"
"100137","CLIENT","GRENKE LOCATION SAS","05 56 11 11 71","alaunay@grenke.fr","","","","","","",""
"200005","ANCIEN CLIENT","GSM Europe","05 58 43 48 47","","","","","","","","7"
"300490","","GUSTAVE Julie BOULANGERIE","05 57 32 41 25","greg33860@hotmail.fr","5 LE BOURG","","MARCILLAC","33860","20/03/2017","19/03/2020","1"
"300191","","GYOZA FACTORY","06.81.50.32.86","fred.lescale@gmail.com","6 rue georges bonnac","","BORDEAUX","33000","","","2"
"200059","","Garage Lannebras","","","","","","","","","7"
"300653","","Gheller Sylvia - Magnolia Café","09 50 39 33 13","gheller.silvia@yahoo.com","173 Avenue des Couteliers","","Soorts Hossegor","40150","17/10/2017","16/10/2021","7"
"200233","","Guy Cattrel","","","","","","","","","7"
"300325","","HARRY'S PUB","05 56 98 70 53","","6 PLACE DU GENERAL DE GAULLE","","MERIGNAC","33700","","","7"
"200253","","HELENE MAURIAC EURL 4G","0559577230","4g.mauriac@gmail.com","2 Rue Port de Suzeye","","BAYONNE","64100","","","4"
"300454","","HERAUD Cyril - PERLAIN PAIN PAIN","","perlin-pain@hotmail.fr","81 AVENUE DE PARIS","","CAVIGNAC","33620","","","1"
"200032","","HERMANADAS","05 59 25 79 26","","","","","","","","7"
"300450","","HFC","","","","","","","","","7"
"301040","NON CLIENT","HILTON GARDEN HILL","","","17 Allée de Rio","Quai de Paludate","BORDEAUX","33800","","","1"
"300027","","HOLDING PONS","","gaelle.trouche@laposte.net","","","","","","","1"
"301016","","HOTEL DE LA GARE","0686567292","","11 avenue de la Libération","","LATRESNE","33360","","","5"
"300333","","HOTEL DU LAC","","amen@orange.fr","","","","","","","1"
"200192","","HOTEL RESTAURANT BERGARA","05 59 93 90 58","hotel.bergara@wanadoo.fr","","","","","","","7"
"200340","","HOTEL RESTAURANT DERMIT","05 59 29 62 61","","PLAZAHO ETCHEA","","HASPARREN","64240","","","7"
"200275","","HOTEL RESTAURANT GOCHOKI","","jphil64@wanadoo.fr","41 Avenue Marechal Juin","","Biarritz","64200","","","4"
"200293","","HOTEL RESTAURANT ITHURIA","0559299211","hotel@ithurria.com","Place Du Fronton","","AINHOA","64250","","","4"
"200128","CLIENT","HUAHINE CONCEPT - Nina de la plage","05 58 43 79 92","","Boulevard François Mitterand","","CAPBRETON","40130","26/04/2018","25/04/2020","7"
"301300","CLIENT","HUGO PIZZA","05 47 79 66 53","chedli.momo1@gmail.com","30 Cours Victor Hugo","","BORDEAUX","33000","29/01/2019","28/01/2020","12"
"300443","","Hotel Restaurant BALEIX Laurent","","laurent.baleix@cegetel.net","","","","","","","1"
"301122","NON CLIENT","IBER CAFE","0645410138","","32 AV JEAN JAURES","","LUGON ET L'ILE DU CARNEY","33240","","","2"
"301002","CLIENT","ICFA - Best Cci Bordeaux","05 24 07 87 07","thierry.daugeron@formation-lac.com","Centre de Formation du Lac","10 Rue René Cassin","BORDEAUX CEDEX","33049","19/09/2018","18/09/2019","1"
"200016","","IDEA BOIS NICOLAS","05 58 41 86 00","contact@idea-bois.com","","","","","","","7"
"200267","NON CLIENT","INSTANT TRAITEUR","06 33 85 27 69","","10 Route De Pitoys","","ANGLET","64600","","",""
"200062","CLIENT","IRISH PUB '- Katie Daly's'","09 67 81 34 39","larrendart@hotmail.fr","3 PLACE DE LA LIBERTE","","BAYONNE","64100","28/03/2017","27/06/2021","7"
"100030","NON CLIENT","ISENC Zuhtu","0651767495","zuhise@gmail.com","52 Rue Bouquière","","BORDEAUX","33000","","","1"
"300524","","JACKEL Olivier - OJ BENTO","","","3 RUE DU GENERAL DE GAULLE","","CASTELNAU DE MEDOC","33480","","","1"
"300784","CLIENT","JACQUES MABILLE JOAILLERIE","05 56 20 21 90","jacquesmabilles@free.fr","13 Rue Latapie","","LA BREDE","33650","02/01/2018","01/01/2022","1"
"301308","NON CLIENT","JAP'ONE","0986425765","c.kachani@hotmail.fr","278 RUE SAINTE CATHERINE","","BORDEAUX","33000","","","12"
"100021","ANCIEN CLIENT","JASA - LA BODEGA","0557707223","jasa.carcans@orange.fr","1 Place de la liberté","MAUBUISSON","CARCANS","33121","","","1"
"100175","ANCIEN CLIENT","JCK HOLDING","","","JCK HOLDING","341 Avenue de Tassigny","BORDEAUX","33200","","","1"
"300851","NON CLIENT","JEROME RIBERAUD","0557513390","","20 LIEU DIT GRAND PONTET","","SAINT EMILION","33330","","","6"
"200114","","JFCP Atlantique ""Au nouveaux monde""","","","","","","","","","1"
"300595","","JIMENEZ","","","","","","","","","7"
"200118","","JORLY DEFAWES ""REST.Dr Muller Pergulosi""","","","","","","","","","7"
"300134","","JOY","06.68.32.85.84","","5 place marcel prévot","","CARCANS","33121","","","2"
"300842","CLIENT","Just'in","09 83 50 61 86","peturaud33@hotmail.fr","3 Rue Edouard Ducéré","","BAYONNE","64100","28/06/2018","27/06/2021","7"
"300088","","KAJU","06.99.25.08.51","julien.arnal@hotmail.fr","92 avenue de la foret","","MERIGNAC","33700","","","2"
"300502","CLIENT","KANAI SATOMI FR - Pâtisserie S","","patisserie.s.bordeaux@gmail.com","8 Cours Alsace Lorraine","","BORDEAUX","33000","09/08/2018","08/08/2019","1"
"301018","","KAZUO","","aurelie@kazuo.fr","2 Avenue Maréchal Joffre","","BIARRITZ","64200","","","7"
"301267","CLIENT","KHMER STREET FOOD","","streetfood.cambodge@gmail.com","6,PLACE STALINGRAD","","BORDEAUX","33000","27/12/2018","26/12/2021","12"
"300731","NON CLIENT","KOSI TACOS","","","","","BORDEAUX","33000","","","4"
"200006","CLIENT","KOSTALDEA","","paulerickostaldea@yahoo.fr","","","","","01/04/2017","31/03/2020","7"
"300121","","KWAK ON EN DISE","06.25.35.89.60","kwakonendise@yahoo.fr","34 rue du cancera","","BORDEAUX","33000","","","2"
"301056","CLIENT","L EPICERIE DE CHOIX - MY CHOPS","0670605022","benjamin@lepiceriedechoix.fr","22 JEAN JACQUES ROUSSEAU","","BORDEAUX","33000","","","4"
"301072","","L&O DYOMING","","","103 av Charles de Gaulle","","BRUGES","33520","","","4"
"300908","","L' EPHEMERE","0753036632","","188 AVENUE GENERAL LECLERC","","PESSAC","33600","","","6"
"300235","","L'AIME ROAD DES SAVEURS","05.57.80.00.10","david.pouplin@sfr.fr","61 rue Camille Pelletan","","CENON","33150","","","2"
"301175","NON CLIENT","L'ALCHIMISTE","05 56 92 16 54","","338 route de Toulouse","","BEGLES","33130","","","13"
"100232","","L'AMIRAL","06.65.39.20.09","jmsaindenis@free.fr","9 rue des halles","","BIARRITZ","64200","","","2"
"300675","CLIENT","L'ANIMAL STAR","","syl-ans@hotmail.fr","","205 RUE JUDAIQUE","BORDEAUX","33000","","27/11/2018","5"
"100092","","L'ANNEXE DU BISTROT ( ADB)","06 65 59 17 29","gilindeck@live.fr","17 Place Fernand Lafargue","","BORDEAUX","33000","","","1"
"300135","","L'AR DU CANELE","05.56.98.55.06","lartducanele@live.fr","124 avenue de l'hyppodrome","","EYSINES","33320","","","2"
"301148","NON CLIENT","L'ARBOUSIER","0611175762","lareservebordeaux@gmail.com","18 PLACE DU PARLEMENT","","BORDEAUX","33000","","","12"
"300444","","L'ASIE DU SUD-EST","","co33270@gmail.com","8 RUE DES PLATANES","","CAMBLANES ET MEYNAC","33360","","",""
"300047","","L'ASSIETTE LIBOURNAISE","09.82.22.95.45","","3, place jean moulin","","LIBOURNE","33500","","","2"
"301089","","L'ATELIER COIFFURE","0675854432","gaelle-eh@hotmail.fr","33 avenue Gramont","","BIARRITZ","64200","","","5"
"300617","CLIENT","L'ATELIER D'AMAYA - AIX EN PROVENCE","","","9 Rue Aude","","AIX EN PROVENCE","13100","","26/11/2018","1"
"300614","CLIENT","L'ATELIER D'AMAYA - BORDEAUX","","latelierdamaya@hotmail.fr","15 Rue de Grassi","","BORDEAUX","33000","","18/10/2018","1"
"300618","CLIENT","L'ATELIER D'AMAYA - CANNES","","","114 Rue d'Antibes","","CANNES","06400","","26/11/2018","1"
"300619","CLIENT","L'ATELIER D'AMAYA - LILLE","","latelierdamaya@hotmail.fr","20 Place des Patiniers","","LILLE","59800","","25/09/2019","1"
"300616","CLIENT","L'ATELIER D'AMAYA - LYON","04 72 41 74 80","","14 Rue Emile Zola","","LYON","69002","","19/10/2018","1"
"300621","CLIENT","L'ATELIER D'AMAYA - NANTES","02 40 05 47 74","latelierdamaya@hotmail.fr","21 Rue Crebillon","","NANTES","44000","","26/09/2018","1"
"300620","CLIENT","L'ATELIER D'AMAYA - PARIS","","latelierdamaya@hotmail.fr","43 Rue Vieille du Temple","","PARIS","75003","","05/09/2018","1"
"300613","CLIENT","L'ATELIER D'AMAYA - SIEGE","","latelierdamaya@hotmail.fr","353 Boulevard du Président Wilson","","BORDEAUX CEDEX","33074","","14/11/2018","1"
"300615","CLIENT","L'ATELIER D'AMAYA - TOULOUSE","","latelierdamaya@hotmail.fr","11 rue Antonin Mercié","","TOULOUSE","31000","","18/09/2018","1"
"200263","","L'ATELIER D'EMMA","0627231222","ateliersdemma@gmail.com","Halles de Biarritz","","Biarritz","64200","","","4"
"300070","NON CLIENT","L'ATELIER DE PAT","06.48.26.74.38","","1 route de toulouse","","BORDEAUX","33800","","","2"
"300737","NON CLIENT","L'ATELIER DES QUAIS","","","","","","","","","5"
"301287","NON CLIENT","L'ATELIER DU PAIN","06 30 07 69 37","","Avenue maréchal du logis Garnung","","LACANAU OCEAN","33680","","","13"
"200145","","L'AUBERG'IN","","","","","","","","","7"
"300136","","L'AUBERGE D'HAUX","","bernard.nadaux@gmail.com","","","","","","","2"
"100127","NON CLIENT","L'AUBERGE'INN","05 56 20 34 09","laubergeriedegouts@gmail.com","3 Route de Castres","","SAINT MORILLON","33650","","","1"
"300969","","L'AVIATION","0679952997","","1 rue Ariane","","MERIGNAC","33700","","","5"
"300083","NON CLIENT","L'ENTR'POTES","06.62.26.79.06","gorguilo33@orange.fr","20 boulevard gounouilhou","","ARCACHON","33120","","","2"
"200063","","L'ENTREVUE","06 20 85 23 20","","","","","","","","7"
"100143","","L'EPICERIE BISTROT JAMON JAMON","","","2 Rue Louis Combes","","BORDEAUX","33000","","","1"
"300302","","L'EPICERIE BORDELAISE","","","14 RUE RAVEZ","","BORDEAUX","33000","","","7"
"300186","","L'EPICURIEUX","06.47.72.72.23","stephanie.mollard@hotmail.fr","24 rue des augustins","","BORDEAUX","33000","","","2"
"200181","","L'ESCALE","","","Rés. Les Sables d'Or","1 Avenue des dauphins","ANGLET","64600","","","2"
"100119","NON CLIENT","L'ESCALE DES PIRATES","","","","","","","","","1"
"300424","","L'ESPACE TEMPS","","nathchateau16@gmail.com","45 Rue du Loup","","BORDEAUX","33000","","","7"
"301325","NON CLIENT","L'ESPRIT DES VINS","09 79 03 38 31","","80 Avenue de Charles De Gaulle","","LA BREDE","33650","","","1"
"301274","NON CLIENT","L'ESTIVAL","0556831518","","11,RUE PECHERIE","","ARCACHON","33120","","","12"
"300493","","L'EVASION","0556088440","","10 Avenue de Tivoli","","LE BOUSCAT","33110","","","5"
"200235","","L'Hotel Au Bon coin","0559240168","caroline.aguerre@sfr.fr","Rue de la cité","","Biarritz","64200","","08/11/2017","4"
"300563","","L'INATTENDU 33 - GODEFROY","","linattendu33@gmail.com","40 Route du Bourg","","CAMBLANES ET MEYNAC","33360","","07/06/2018","1"
"300148","","L'INCONTOURNABLE","06.13.51.47.58","newpub@wanadoo.fr","1 avenue des tourterelles","","ARES","33740","","","2"
"301293","NON CLIENT","L'ITALIEN","0556540114","","238,BOULEVARD DE LA COTE D'ARGENT","","ARCACHON","33120","","","12"
"200226","","L'Instant Phare","0671558606","linstantphare@gmail.com","49 Rue Gambetta","","Biarritz","64200","","","7"
"300105","","L'R DU COIN FRANCO - PORTUGAIS","09.54.79.20.51","pechmath@yahoo.fr","29 bis avenue du général de gaulle","","LANGOIRAN","33550","","","2"
"300147","","L.M. COIFFURE","05 56 26 90 63","lmcoiffure339980@gmail.com","2 Route de Bordeaux","","AUDENGE","33980","","","2"
"100004","ANCIEN CLIENT","LA BELLE EPOQUE","0556614402","","1 Place de la République","","BLASIMON","33540","","","7"
"300399","","LA BOULANGE DE BUSSAC FORET","05 46 04 38 18","boulangerie_bussac@outlook.com","3 ROUTE DE LA CIMENTERIE","","BUSSAC FORET","17210","31/08/2016","30/08/2019","1"
"300288","","LA BOULANGERIE","06.37.25.99.96","","151 avenue du maréchal foch","","LIBOURNE","33500","","","2"
"301281","NON CLIENT","LA BRASSE","0646125895","","25 COURS DE L'YSER","","BORDEAUX","33000","","","12"
"200312","","LA BRASSERIE DU FORUM","0559632082","brasserieduforum64@gmail.com","26 Chemin De Salbace","","BAYONNE","64100","","","4"
"300149","","LA BRIOCHERIE","06.22.37.68.65","","2 avenue de bordeaux","","ANDERNOS","33510","","","2"
"301329","NON CLIENT","LA CABANE 101","0650786282","capucine.bouin@gmail.com","7 RUE RODE","","BORDEAUX","33000","","","12"
"300056","","LA CABANE D'HORTENSE","06.67.28.62.35","","9 AVENUE SUD DU PHARE","","CAP FERRET","33970","","","2"
"100024","ANCIEN CLIENT","LA CAGETTE","0980538435","tim@lacagette.com","8 Place du Palais","","BORDEAUX","33000","","","1"
"301186","NON CLIENT","LA CANTERANNE","0556308005","","14 PLACE MAUCAILLOU","","BORDEAUX","33000","","","12"
"301210","NON CLIENT","LA CASA","0699727833","","68 AVENUE DE L'ENTRE DEUX MERS","","FARGUES SAINT HILAIRE","33370","","","12"
"300033","","LA CASA DI ATTILIO - Giannelli","05 56 59 99 93","clara.dejeans@gmail.com","5 Rue des Pervenches","","HOURTIN","33990","11/10/2016","10/10/2019",""
"100046","NON CLIENT","LA CASA ITALIENNE","0556784901","contact@casaitalienne.com","68 avenue de l'Entre-Deux-Mers","","FARGUES SAINT HILAIRE","33370","","","1"
"200176","","LA CASA LUSITANA - SARL VALMAR64","05 59 22 56 99","andredutillieu64@gmail.com","","","","","","","7"
"100009","NON CLIENT","LA CASE","06 68 41 15 03","contact@restaurantlacase.fr","","","","","","","1"
"100023","NON CLIENT","LA CHINE - TANG Many","0556791324","","54 Rue Saint Remi","","BORDEAUX","33000","","","1"
"300371","","LA COTE DE BOEUF CHEZ LES PLOUCS","","","13 RUE DES FAUSSETS","","BORDEAUX","33000","","","1"
"200018","","LA CREMAILLERE","","","","","","","","","7"
"301154","NON CLIENT","LA CREPERIE","0557293381","contact@creperie-pessac.com","198,AVENUE DU HAUT LEVEQUE 33600 PESSAC","","PESSAC","33600","","","12"
"200270","","LA CRIEE DES DOCKS","0559245972","lacrieedesdocks@orange.fr","5 Rue Louis Mariano","","Biarritz","64200","","","4"
"200265","","LA FERME DU FOIE GRAS","0558977030","contact@lafermedufoiegras.com","","","","","","","4"
"200067","","LA FERME IBARNIA","05 59 37 51 99","","","","","","","","7"
"301268","CLIENT","LA FOLIE ROUGE","","bureaulfr@gmail.com","36 Cours du Chapeau Rouge","","BORDEAUX","33000","11/01/2019","10/01/2023","12"
"300177","","LA FONTAINE","05 57 42 06 48","lechez.nous@orange.fr","280 ZA de l'Ilot","","LALANDE DE FRONSAC","33240","","","2"
"301207","CLIENT","LA FORGE DE LEOGNAN","05 56 64 11 58","yann.guimbaud@gmail.com","67 cours Maréchal Leclerc","","LEOGNAN","33850","","","1"
"300852","NON CLIENT","LA FROMAGERIE NANSOUTY","0981200508","","314 Rue Pelleport","","BORDEAUX","33800","","","6"
"301320","CLIENT","LA GENESI","05 56 68 62 81","","16 Avenue du Perigord","","SALLEBOEUF","33370","01/07/2018","17/01/2021",""
"300284","","LA GONDOLE","05.57.70.18.60","","2 boulevard de la plage","","LACANAU OCEAN","33680","","","2"
"100227","","LA GRAVETTE","05.57.17.55.49","","port d'audenge","","LANTON","33980","","","2"
"300748","NON CLIENT","LA MAISON DES DELICES","05 56 48 07 40","","37 RUE JUDAIQUE","","BORDEAUX","33000","","","4"
"301314","NON CLIENT","LA MAISON DU LAC BLEU","06 14 84 37 36","lamaisondulacbleu@sfr.fr","Chemin des Terres Rousses","","LEOGNAN","33850","","","13"
"300778","NON CLIENT","LA MARINA","","lionelrichon17@yahoo.fr","port de bouyardville","","ST GEORGES D'OLERON","17190","","","5"
"300596","","LA PANNETIERE","","","","","","","","","7"
"300913","CLIENT","LA PART DES ANGES ""Le Bouchon Basque""","05 59 57 75 18","lionelmazars@gmail.com","2 Avenue Paul Pras","","BAYONNE","64100","29/06/2018","28/06/2021","7"
"300256","","LA PETITE EPICERIE","06.33.31.65.00","biella@orange.fr","107 rue fondaudège","","BORDEAUX","33000","","","2"
"300252","","LA PIE COLETTE","","","20 PLACE DU PALAIS","","BORDEAUX","33000","","","1"
"300228","","LA PINASSE PIZZA","06.32.66.68.77","patrickveyry@orange.fr","61 C avenue Charles de Gaulle","","LA TESTE DE BUCH","33260","","","2"
"300966","","LA POM' DE PIN","","peyronnet.g.elodie@gmail.com","619 av du Marechal Lyautey","","BISCARROSSE","40600","","30/09/2018","5"
"300295","","LA RECRE GOURMANDE","05.53.45.77.04","","rue jacquette de montbran","les courrières","BRANTOME","24310","","","2"
"200252","","LA ROTISSERIE DU ROY LEON","0559595584",""," 8, rue de Coursic","","BAYONNE","64100","","","4"
"300183","","LA SANDWICHERIE LA BRECHE","06.76.47.47.33","","11 quai des saliniéres","","BORDEAUX","33000","","",""
"100177","","LA TABLE DE CHARBON BLANC","05 56 30 93 82","latabledecharbonblanc@gmail.com","1 Place Pierre Mendès France","","CARBON BLANC","33560","","","1"
"200279","","LA TABLE DES DOCKS","","latabledesdocks@gmail.com","44 rue Luis Mariano","","Biarritz","64200","","","4"
"300029","","LA TABLE DU TERROIR - EURL TEREM","05 53 50 72 14","contact@tableduterroir.com","""FOUGERAS"" La Chapelle Aubareil","","MONTIGNAC-LASCAUX","24290","","","1"
"100158","","LA TAVERNE DU PELICAN","","flofep@live.fr","","","","","","","1"
"200092","CLIENT","LA TAVERNE SAINT JACQUES","05 59 66 25 25","magali.iturria@orange.fr","PLACE DE LA POSTE","","NAVARRENX","64190","27/05/2018","28/05/2019","7"
"301197","NON CLIENT","LA TERRASSE","0670351588","sojumapizza@gmail.com","3 RUE DE L'ESPLANADE","","BOULIAC","33270","","","12"
"100124","CLIENT","LA THEIERE GOURMANDE","","agnes-anger@hotmail.fr","8 RUE CAMILLE SAUVAGEAU","","BORDEAUX","33800","","18/11/2018","1"
"200261","","LA VIE CLAIRE","0559246920","","Victor Hugo","","Biarritz","64200","","","4"
"300449","","LABEL TERRE - Street Food Locavore","05 56 52 25 49","madeinlabel@gmail.com","Cours d'Alsace Lorraine","","BORDEAUX","33000","30/11/2016","29/11/2019","7"
"300264","CLIENT","LACOSTE TRAITEUR","05 56 57 59 67","s.bellier@groupe-arom.com","47 Avenue de la Forêt","ZAC Jean Mermoz","EYSINES","33320","","","7"
"300714","CLIENT","LALUCCIOLA","05 59 03 36 20","lalucciola@orange.fr","8 PLACE DES DOCTERUS GENTILHE","","ANGLET","64600","22/02/2018","21/02/2021","7"
"100130","ANCIEN CLIENT","LAMOLIE","","","2 Place Charles De Gaulle","","PODENSAC","33720","","","1"
"300746","CLIENT","LAPOUBLADE Guy - Beti Prest","05 59 70 13 08","lapoubladeguy@orange.fr","34 Rue de l'Ursuya","","HASPARREN","64240","04/07/2018","03/07/2021","7"
"200278","","LAS DELICIAS","005(376)856430","lasdelicias.pas@gmail.com","2 Carrer de De L'Abeurador","","PAS DE LA CASE","","","","4"
"300844","","LASER GAME BORDEAUX ""Marco Loisir""","05 56 04 95 12","bernard.cotton@lasergame-evolution.com","RUE DU PROF GEORGES JEANNEMEY","","BORDEAUX","33300","27/03/2018","26/03/2019","4"
"300843","","LASER GAME MERIGNAC ""Marco loisir""","05 56 97 9 963","merignac@lasergame-evolution.com","45 AVENUE JOHN FITZGERALD KENNEDY","","MERIGNAC","33700","27/03/2018","26/03/2019","4"
"300583","","LE 188 - MADAME NAIMA KAMELI","05 57 83 15 23","angelique.kameli@hotmail.fr","188 RUE FONDAUDEGE","","BORDEAUX","33000","","","1"
"100214","NON CLIENT","LE 48 - MACIEJENSKI Pierre","","","","","","","","","1"
"300248","","LE BACCHUS","","july.bettini@live.fr","","","","","","","1"
"300948","","LE BAR CREONNAIS SAS","0663449460","","30 Place de la Prévoté","","CREONS","33670","","","5"
"301337","NON CLIENT","LE BBQ","0679952997","","30,AVENUE DE LA SOMME","","MERIGNAC","33700","","","12"
"200214","CLIENT","LE BISTRO","09 50 03 06 51","le-bistro@hotmail.com","","","","","31/05/2017","30/05/2020","7"
"300323","","LE BISTROT DE LA GARE","","manith.menant@hotmail.fr","LE BOURG","","PUISSEGUIN","33570","","","1"
"300193","","LE BISTROT DES DAGUEYS","06.60.20.28.64","dmjerome33@gmail.com","3 rue de l'industrie","","LIBOURNE","33500","","","2"
"300586","","LE BISTROT SARLAT - FRANCK","05 53 28 28 40","","14 Place du Peyrou","","SARLAT LA CANEDA","24200","","","1"
"300115","","LE BLEU BLANC JAUNE","05.59.54.77.17","","PLAGE DE L'UHABIA","","BIDART","64210","","","2"
"300872","","LE BOEUF SUR LA PLACE","0771815756","","","","","","","","6"
"300199","","LE BRANNAIS","06.19.39.29.47","davidlp33@free.fr","58 rue emmanuel roy","","BRANNE","33420","","","2"
"300860","","LE BUFFET DE LA GARE","0556037584","","4 AVENUE DE L OCEAN","","LEGE CAP FERRET","33950","","","4"
"300601","","LE CABANON - LES MOULES DU CABANON","05 57 35 39 26","labordeludovicpro@gmail.com","12 Quai Richelieu","","BORDEAUX","33000","","","1"
"300211","","LE CAFE DES GOURMETS","06.46.47.07.35","letoile33@gmail.com","7 rue fernand philippart","","BORDEAUX","33000","","","2"
"300100","","LE CAPERI","07.50.40.21.89","bartolo.calderone@gmail.com","3 rue de la cour des aides","","BORDEAUX","33000","","","2"
"301044","","LE CHAT LENT","0618282501","marie.recegant@orange.fr","3 rue de Bordeaux","","ARES","33740","","","4"
"301254","NON CLIENT","LE CHRONOS","","patrickmarzac@laposte.net","CC Super U","","PODENSAC","33720","","","1"
"200069","","LE CIGALON","","stephane.truffeau@hotmail.fr","","","","","","","7"
"300849","CLIENT","LE CLANDESTIN","","lacapebrasleret@yahoo.com","56 Rue Du Hamel","","BORDEAUX","33800","16/01/2018","15/01/2022","1"
"200177","","LE COMPTOIR A BURGER","","pat.charles2010@gmail.com","62 RUE GAMBETTA","","Biarritz","64200","","","2"
"200043","","LE COMPTOIR A PIZZA","05 58 41 38 82","lecomptoirapizza40@orange.fr","","","","","","30/04/2018","7"
"100161","","LE COMPTOIR DU COIN","","jm.hosten@gmail.com","","","","","","","1"
"100016","ANCIEN CLIENT","LE COMPTUCH'","05 56 52 43 56","","17 rue du Parlement Saint Pierre","","BORDEAUX","33000","","","1"
"301189","NON CLIENT","LE COUP DE THEATRE","0652556966","elsa.dauriac.33@gmail.com","18,RUE BOURBON","","BORDEAUX","33000","","","12"
"200237","","LE DACQUOIS","0559592661","","48 Rue D' Espagne","","BAYONNE","64100","","",""
"300085","NON CLIENT","LE DELICE DE L'ORIENT","06.62.34.38.03","fataling.10@gmail.com","46 quai de bacalan","","BORDEAUX","33000","","","2"
"300168","","LE DORIAJO","06.15.77.83.44","legendrejonathan@noos.fr","370 cours de la somme","","BORDEAUX","33800","","","2"
"300202","","LE FARFADET","05.56.08.84.66","lefarfadet.salaunes@gmail.com","2 place de l'église","","SALAUNES","33160","","","2"
"200251","","LE FOUR A BOIS","0559593697","","6 Rue Pannecau","","BAYONNE","64100","","","4"
"300431","CLIENT","LE FOURNIL DE LEOGNAN","","maisondubois33@gmail.com","17 Cours du Maréchal Leclerc","","LEOGNAN","33650","27/10/2016","26/10/2020","1"
"300422","","LE FOURNIL DE PACARIS","","maisondubois33@gmail.com","","","TALENCE","33400","","","1"
"100215","CLIENT","LE FOURNIL DE SAIGE - Boul. CARCAMO","09 53 14 63 39","c.herve@duv-audit.fr","38 Rue de l'horloge","","PESSAC","33600","30/01/2017","29/01/2021","2"
"200029","","LE FOURNIL DE TIVOLI - EURL BISKOTX","","","","","","","","","7"
"300683","","LE FOURNIL DU BOUSQUET","0556236809","florentb1977@hotmail.fr","","6 grand rue","TARGON","33760","","","5"
"300175","","LE FOURNIL DU CIRON","","","Route Départementale 113","","CERONS","33720","","","1"
"300084","NON CLIENT","LE FREEDOM","05.56.27.29.69","chatelainmarie60@gmail.com","16.16b.rue du cros","","CADILLAC","33410","","","2"
"300421","","LE G PUB - DUPUIS Guillaume","","","Impasse Lamothe","","CAVIGNAC","33620","","","1"
"300853","NON CLIENT","LE GARAGE","0699822829","","45 AVENUE DU MARECHAL DE LATTRE","DE TASSIGNY","CESTAS","33610","","","4"
"301224","","LE GINKHO","0673077138","khaginkho@gmail.com","31,PLACE MEYNARD","","BORDEAUX","33000","","","12"
"200017","CLIENT","LE GLOUBY","05 59 22 54 14","","","","","","","06/06/2018","7"
"301012","","LE GRAT","0645323356","","12 rue SICARD","","BORDEAUX","33000","","","4"
"300049","NON CLIENT","LE GRENIER DE MAGENDIE","","","1 PLACE FRANCOIS MAGENDIE","","LORMONT","33310","","","2"
"100049","NON CLIENT","LE GRILL & PIZZ DES GRAVES","","","2 Rue de la Canave","","MARTILLAC","33650","","","1"
